40000
0.1000
Generated by waveGUI
Wave elevation time series
   -0.028433     0.002505     0.034641     0.072730     0.108348
    0.139065     0.172460     0.217048     0.261916     0.302029
    0.327225     0.341067     0.355017     0.372128     0.381221
    0.390635     0.408270     0.430381     0.450470     0.480274
    0.524384     0.580981     0.636047     0.687968     0.736091
    0.763659     0.768577     0.750744     0.714504     0.656030
    0.587556     0.509418     0.414389     0.305848     0.194541
    0.085277    -0.020741    -0.111998    -0.181956    -0.230246
   -0.253405    -0.264098    -0.281597    -0.299182    -0.319358
   -0.335903    -0.356331    -0.380522    -0.405258    -0.423822
   -0.437345    -0.451588    -0.463069    -0.476452    -0.492632
   -0.508798    -0.523770    -0.539733    -0.546516    -0.538328
   -0.509456    -0.466998    -0.421054    -0.368770    -0.314329
   -0.256687    -0.187804    -0.110694    -0.026160     0.062956
    0.157722     0.250377     0.332372     0.395636     0.450089
    0.493887     0.519111     0.528450     0.523150     0.500956
    0.464692     0.420119     0.376025     0.334882     0.291498
    0.247152     0.201373     0.152702     0.100156     0.043793
   -0.017517    -0.073595    -0.116070    -0.147792    -0.166072
   -0.183504    -0.194701    -0.205482    -0.206669    -0.204594
   -0.192083    -0.166554    -0.134977    -0.093144    -0.043325
    0.011056     0.058106     0.101338     0.143261     0.197456
    0.261372     0.313241     0.354693     0.380588     0.393103
    0.403504     0.401287     0.395948     0.389978     0.372872
    0.346580     0.318188     0.287834     0.240211     0.184732
    0.137639     0.090187     0.041938    -0.011353    -0.073350
   -0.133011    -0.188564    -0.249741    -0.302598    -0.350883
   -0.396023    -0.434279    -0.465993    -0.494091    -0.513087
   -0.528013    -0.543064    -0.557563    -0.572521    -0.585329
   -0.592482    -0.592055    -0.574637    -0.542536    -0.511096
   -0.470391    -0.422126    -0.363255    -0.291223    -0.218143
   -0.142818    -0.065800    -0.010850     0.023855     0.051873
    0.072959     0.081284     0.081983     0.086166     0.090876
    0.091901     0.094640     0.098456     0.103969     0.109347
    0.117328     0.130173     0.134714     0.131355     0.133004
    0.145317     0.164890     0.188582     0.218933     0.254167
    0.286100     0.314996     0.337391     0.352097     0.358015
    0.359321     0.361431     0.361823     0.345704     0.306256
    0.267182     0.231321     0.196421     0.165940     0.135028
    0.102925     0.075863     0.048022     0.022884    -0.001939
   -0.036662    -0.070402    -0.106651    -0.154408    -0.201412
   -0.241468    -0.266308    -0.277715    -0.280617    -0.284022
   -0.281991    -0.276443    -0.287291    -0.302686    -0.312913
   -0.312024    -0.308654    -0.305913    -0.301874    -0.290892
   -0.268857    -0.227754    -0.176886    -0.123272    -0.059851
    0.017509     0.102060     0.181276     0.248898     0.298577
    0.333704     0.357417     0.372822     0.381217     0.387263
    0.388019     0.382602     0.371723     0.358347     0.345357
    0.331150     0.326035     0.331574     0.339546     0.345533
    0.351572     0.357594     0.363097     0.358588     0.351785
    0.338266     0.314529     0.285140     0.245485     0.205703
    0.165104     0.128285     0.098393     0.075701     0.053138
    0.028831     0.003092    -0.020934    -0.040694    -0.051038
   -0.063094    -0.082645    -0.118374    -0.166708    -0.226874
   -0.284300    -0.325137    -0.360791    -0.392079    -0.415682
   -0.432973    -0.430763    -0.410157    -0.376260    -0.333710
   -0.282620    -0.230827    -0.184303    -0.146645    -0.121693
   -0.106054    -0.105876    -0.116154    -0.121070    -0.109373
   -0.091954    -0.073502    -0.053921    -0.028379     0.000879
    0.024635     0.037036     0.042675     0.047388     0.047393
    0.043831     0.039877     0.037631     0.030194     0.023294
    0.030290     0.050309     0.071849     0.085812     0.099335
    0.104504     0.102008     0.097272     0.084635     0.059048
    0.026813    -0.012165    -0.055361    -0.103447    -0.152237
   -0.197110    -0.239729    -0.285425    -0.339268    -0.401254
   -0.460514    -0.511326    -0.550196    -0.571549    -0.579356
   -0.586968    -0.594117    -0.604027    -0.614049    -0.624692
   -0.633583    -0.633627    -0.625731    -0.609418    -0.580153
   -0.545712    -0.507272    -0.466629    -0.429151    -0.390040
   -0.350582    -0.308179    -0.252991    -0.194912    -0.140609
   -0.080396    -0.011037     0.069762     0.156402     0.244850
    0.339120     0.438479     0.540136     0.632419     0.717205
    0.787356     0.848513     0.894748     0.932295     0.969694
    1.015947     1.068643     1.116290     1.154305     1.177064
    1.194445     1.207794     1.216704     1.218112     1.211048
    1.189531     1.159972     1.130136     1.099292     1.066020
    1.033486     0.989590     0.933984     0.856602     0.763534
    0.661745     0.551025     0.434840     0.309255     0.172828
    0.048466    -0.054636    -0.136059    -0.209936    -0.283033
   -0.357731    -0.437224    -0.523619    -0.619275    -0.710809
   -0.781376    -0.832006    -0.874062    -0.909776    -0.931000
   -0.937060    -0.929780    -0.917146    -0.907157    -0.893573
   -0.877596    -0.858015    -0.823983    -0.790511    -0.759467
   -0.724185    -0.688099    -0.649689    -0.607883    -0.572919
   -0.540692    -0.503865    -0.460800    -0.417898    -0.382933
   -0.364209    -0.363886    -0.367827    -0.367463    -0.362238
   -0.353449    -0.337341    -0.320536    -0.295832    -0.266888
   -0.239532    -0.209025    -0.169759    -0.135137    -0.109003
   -0.090693    -0.086595    -0.093519    -0.098972    -0.108168
   -0.109620    -0.104496    -0.100066    -0.084818    -0.064721
   -0.054004    -0.041948    -0.026483    -0.013025     0.000852
    0.016087     0.034937     0.060506     0.090765     0.128731
    0.168922     0.215283     0.258478     0.281987     0.294211
    0.303828     0.316131     0.330277     0.355316     0.379661
    0.406830     0.440371     0.480116     0.519564     0.546425
    0.556807     0.548442     0.526744     0.499169     0.459803
    0.411344     0.370434     0.333857     0.309966     0.294630
    0.278326     0.267948     0.258238     0.254189     0.260731
    0.280111     0.308187     0.334975     0.359030     0.377015
    0.387898     0.371914     0.330703     0.274359     0.215728
    0.153361     0.089343     0.043220    -0.000044    -0.040906
   -0.081097    -0.124838    -0.179071    -0.231295    -0.270920
   -0.294609    -0.311403    -0.319931    -0.318645    -0.312791
   -0.297696    -0.278378    -0.252764    -0.219746    -0.178296
   -0.127294    -0.070075    -0.010271     0.043300     0.091233
    0.130995     0.169962     0.208128     0.245573     0.276989
    0.305408     0.336946     0.363044     0.382523     0.399793
    0.419323     0.436755     0.448242     0.449504     0.450846
    0.453995     0.453349     0.439779     0.412772     0.377416
    0.320924     0.246821     0.173252     0.086431    -0.015401
   -0.123509    -0.230748    -0.347821    -0.471274    -0.588278
   -0.693312    -0.787452    -0.866727    -0.941653    -1.016669
   -1.086423    -1.144334    -1.181743    -1.191987    -1.186890
   -1.181587    -1.176723    -1.169502    -1.155247    -1.124503
   -1.085130    -1.046159    -1.002953    -0.948279    -0.889412
   -0.819768    -0.733158    -0.640409    -0.545396    -0.453658
   -0.367784    -0.284177    -0.195359    -0.105107    -0.012743
    0.085115     0.175078     0.255689     0.339800     0.413004
    0.479721     0.545537     0.605441     0.665997     0.729202
    0.800967     0.877384     0.952981     1.020098     1.073012
    1.115784     1.145735     1.163801     1.169856     1.163217
    1.141275     1.105451     1.066759     1.032492     1.006478
    0.984413     0.960232     0.929808     0.892125     0.847123
    0.797325     0.734851     0.660225     0.575551     0.485858
    0.402336     0.318898     0.232517     0.148257     0.065341
   -0.016247    -0.089610    -0.148820    -0.205284    -0.268587
   -0.338453    -0.398208    -0.440971    -0.469103    -0.485202
   -0.480257    -0.458578    -0.441185    -0.425206    -0.404497
   -0.386353    -0.365635    -0.340480    -0.306133    -0.271596
   -0.230166    -0.181698    -0.134255    -0.102851    -0.085648
   -0.081944    -0.080879    -0.081139    -0.088161    -0.106001
   -0.128666    -0.160196    -0.191423    -0.222126    -0.261424
   -0.295519    -0.320172    -0.339744    -0.370457    -0.391197
   -0.397919    -0.398862    -0.395910    -0.402770    -0.425019
   -0.449727    -0.480366    -0.513921    -0.557449    -0.615160
   -0.675124    -0.725782    -0.754575    -0.767300    -0.760979
   -0.738161    -0.711490    -0.688043    -0.670788    -0.664273
   -0.658556    -0.649100    -0.634180    -0.609022    -0.574634
   -0.536855    -0.486269    -0.423210    -0.350760    -0.268049
   -0.173708    -0.066764     0.041848     0.150637     0.263793
    0.378904     0.495161     0.608876     0.709823     0.788800
    0.861015     0.913874     0.955647     0.994352     1.034061
    1.068831     1.100315     1.137702     1.167874     1.198239
    1.227756     1.251469     1.262958     1.260476     1.234312
    1.199055     1.160518     1.110864     1.045088     0.972226
    0.895395     0.812607     0.728737     0.648132     0.571271
    0.499875     0.428595     0.359673     0.280302     0.188826
    0.090404    -0.012388    -0.106880    -0.185853    -0.245405
   -0.295549    -0.346164    -0.407355    -0.476755    -0.549666
   -0.624036    -0.693632    -0.756320    -0.808908    -0.855982
   -0.893963    -0.908312    -0.902445    -0.892019    -0.884118
   -0.880841    -0.883553    -0.881087    -0.873328    -0.863377
   -0.861231    -0.876089    -0.895762    -0.913056    -0.915549
   -0.891858    -0.844088    -0.780816    -0.708421    -0.621400
   -0.518012    -0.409629    -0.302969    -0.203790    -0.109604
   -0.025242     0.049264     0.122659     0.192179     0.258882
    0.327607     0.395504     0.454802     0.502901     0.537676
    0.559753     0.579913     0.600850     0.616240     0.617210
    0.610735     0.595996     0.577591     0.550416     0.520032
    0.494282     0.468859     0.445764     0.427018     0.409602
    0.397920     0.381916     0.364618     0.340705     0.297703
    0.238721     0.167167     0.088332     0.008399    -0.081848
   -0.174484    -0.258183    -0.335855    -0.412641    -0.489092
   -0.567643    -0.651269    -0.737087    -0.821624    -0.880966
   -0.922089    -0.953696    -0.965696    -0.950253    -0.905575
   -0.841506    -0.759719    -0.670227    -0.585500    -0.500608
   -0.404635    -0.298816    -0.180969    -0.055487     0.071133
    0.198769     0.324207     0.437772     0.539104     0.638611
    0.731179     0.806452     0.876055     0.947058     1.014812
    1.073722     1.121792     1.151940     1.165081     1.151477
    1.120524     1.091882     1.056309     1.007011     0.950958
    0.885554     0.802777     0.704129     0.598076     0.497419
    0.397016     0.309448     0.235443     0.162388     0.092800
    0.030475    -0.031088    -0.083562    -0.115895    -0.132396
   -0.145090    -0.160064    -0.172527    -0.193951    -0.222689
   -0.250735    -0.279107    -0.306870    -0.335625    -0.361909
   -0.384190    -0.416912    -0.462192    -0.512130    -0.560669
   -0.595104    -0.623788    -0.652102    -0.681396    -0.704453
   -0.724336    -0.743955    -0.760722    -0.771792    -0.779232
   -0.778964    -0.776600    -0.764084    -0.732122    -0.684917
   -0.627261    -0.564297    -0.498892    -0.436064    -0.373156
   -0.305806    -0.236902    -0.175878    -0.123894    -0.083320
   -0.061158    -0.049362    -0.037511    -0.011933     0.035160
    0.093432     0.146271     0.200387     0.258837     0.310024
    0.355770     0.401249     0.443506     0.472152     0.493672
    0.506399     0.514992     0.518170     0.513855     0.501344
    0.493698     0.484069     0.464598     0.430623     0.388953
    0.343404     0.294182     0.255571     0.212751     0.157228
    0.094359     0.033909    -0.020704    -0.070420    -0.112731
   -0.148255    -0.171466    -0.185275    -0.197870    -0.212682
   -0.235217    -0.258795    -0.279446    -0.288885    -0.285755
   -0.274066    -0.257310    -0.235315    -0.200715    -0.157319
   -0.113789    -0.072045    -0.032314    -0.000528     0.024240
    0.046877     0.057926     0.059084     0.058043     0.062658
    0.065262     0.067891     0.066291     0.065519     0.069733
    0.078922     0.091808     0.105313     0.117273     0.129459
    0.146393     0.168293     0.186759     0.199067     0.204814
    0.213199     0.226663     0.243485     0.274596     0.304956
    0.334793     0.365662     0.390360     0.405879     0.411913
    0.399658     0.378178     0.359180     0.338005     0.312965
    0.281425     0.254153     0.240407     0.229898     0.214179
    0.206195     0.205356     0.208806     0.212936     0.213924
    0.211358     0.204136     0.199323     0.184019     0.153239
    0.109183     0.055498    -0.008538    -0.073984    -0.137796
   -0.198670    -0.251671    -0.300888    -0.347948    -0.387839
   -0.434568    -0.488881    -0.546045    -0.597050    -0.642326
   -0.687930    -0.731316    -0.766152    -0.791116    -0.817253
   -0.827161    -0.816454    -0.799981    -0.789195    -0.782507
   -0.761668    -0.727653    -0.693350    -0.656348    -0.616876
   -0.575873    -0.530483    -0.472783    -0.397723    -0.315339
   -0.235838    -0.159290    -0.084795    -0.007643     0.066253
    0.147921     0.228566     0.302234     0.361572     0.411127
    0.456760     0.497950     0.525665     0.543402     0.548775
    0.554301     0.566383     0.574724     0.584422     0.593887
    0.603611     0.605502     0.587329     0.563900     0.535178
    0.508298     0.480226     0.465019     0.456022     0.451360
    0.451728     0.457290     0.466001     0.470808     0.474344
    0.471123     0.457510     0.447125     0.442409     0.433172
    0.403448     0.355045     0.290459     0.216254     0.134328
    0.039515    -0.048907    -0.127092    -0.191735    -0.242053
   -0.278604    -0.299447    -0.311066    -0.330227    -0.353600
   -0.383181    -0.418827    -0.450678    -0.480500    -0.500238
   -0.510798    -0.519007    -0.524862    -0.528469    -0.530097
   -0.521494    -0.511115    -0.504491    -0.490254    -0.462076
   -0.431713    -0.406905    -0.388181    -0.370045    -0.337043
   -0.288865    -0.235956    -0.184626    -0.135164    -0.090127
   -0.049285    -0.009862     0.039371     0.091283     0.136040
    0.174703     0.203376     0.220395     0.224480     0.227350
    0.234906     0.246406     0.256925     0.262391     0.269148
    0.275353     0.278703     0.279140     0.268668     0.242021
    0.197677     0.148709     0.102867     0.051991     0.011030
   -0.022573    -0.050697    -0.067815    -0.080467    -0.096435
   -0.109873    -0.122703    -0.142453    -0.163425    -0.180158
   -0.198000    -0.217532    -0.234802    -0.238649    -0.233426
   -0.220830    -0.202606    -0.180286    -0.161125    -0.133858
   -0.096248    -0.051889     0.008332     0.069409     0.130231
    0.194256     0.247827     0.288409     0.318246     0.348439
    0.376389     0.405268     0.437030     0.457493     0.473288
    0.476952     0.462639     0.448994     0.443418     0.440639
    0.437722     0.438929     0.447123     0.453281     0.457104
    0.456123     0.452024     0.456459     0.464534     0.461113
    0.447855     0.425677     0.404853     0.380089     0.345859
    0.309282     0.262926     0.202311     0.125090     0.043469
   -0.029504    -0.088990    -0.132629    -0.166467    -0.196740
   -0.230956    -0.267456    -0.301490    -0.326296    -0.359960
   -0.399737    -0.432678    -0.460355    -0.487321    -0.512029
   -0.541327    -0.567075    -0.588154    -0.609473    -0.632510
   -0.654427    -0.676609    -0.693411    -0.702706    -0.695254
   -0.686340    -0.681617    -0.689228    -0.707017    -0.731048
   -0.759820    -0.789781    -0.812307    -0.836856    -0.855841
   -0.866219    -0.866804    -0.855228    -0.838452    -0.816009
   -0.786784    -0.751800    -0.709677    -0.652882    -0.574437
   -0.473191    -0.350755    -0.216558    -0.077643     0.064781
    0.208960     0.354158     0.492443     0.611017     0.702385
    0.778221     0.840346     0.885335     0.916917     0.938371
    0.947368     0.958932     0.971063     0.980228     0.990983
    0.996291     0.998675     0.995865     0.992763     0.988971
    0.982882     0.972648     0.959409     0.946980     0.936957
    0.919690     0.894451     0.848575     0.789355     0.722839
    0.638045     0.548491     0.455103     0.361673     0.269980
    0.180106     0.091858     0.006465    -0.077269    -0.162968
   -0.244470    -0.318160    -0.390167    -0.452249    -0.495843
   -0.524787    -0.542132    -0.550018    -0.544406    -0.531835
   -0.517897    -0.509681    -0.508166    -0.517438    -0.526594
   -0.527486    -0.527975    -0.522161    -0.507937    -0.480825
   -0.444591    -0.393638    -0.337782    -0.288841    -0.230766
   -0.172518    -0.128027    -0.088203    -0.050824    -0.016985
    0.014415     0.050539     0.087085     0.115340     0.148051
    0.197565     0.256942     0.315145     0.365776     0.404718
    0.437754     0.468870     0.490382     0.505581     0.516363
    0.513774     0.507542     0.498431     0.490749     0.475481
    0.450331     0.404496     0.349194     0.305654     0.273538
    0.247341     0.230412     0.228234     0.226531     0.219507
    0.199809     0.176635     0.150054     0.112136     0.066939
    0.000509    -0.071637    -0.145729    -0.224943    -0.318009
   -0.423800    -0.533139    -0.653935    -0.775594    -0.896220
   -1.018315    -1.135991    -1.255440    -1.370269    -1.476787
   -1.561093    -1.609896    -1.627773    -1.621451    -1.594213
   -1.549711    -1.492748    -1.423254    -1.351215    -1.282936
   -1.211783    -1.139775    -1.059959    -0.970044    -0.876832
   -0.783773    -0.680212    -0.567276    -0.452942    -0.342314
   -0.225473    -0.095526     0.039290     0.168762     0.294866
